,0,1,2,3,4
0,0.8907404291714812,0.8669308186572072,0.8317161596752939,0.8913678413468031,0.818670106041163
1,0.8654280849176013,0.8951570200141221,0.9082800207657244,0.8664510576592646,0.9188550479555375
2,0.8452732210431144,0.9432232916086492,0.8672935249240361,0.8448585320664644,0.8023304856190563
3,0.7890847174486078,0.8017738254574656,0.8673326629999929,0.8216205304182687,0.87876922702815
4,0.8315584931843515,0.8621286220119945,0.9045235937929424,0.7861992671270293,0.7951545876368904
5,0.8178836898323032,0.860792798704563,0.8664631609434692,0.89499723608235,0.8870793378449914
6,0.8068294141478154,0.8325778933495316,0.9050592056102026,0.8907845078703833,0.8365151287091337
7,0.8188599125891645,0.8365261432711035,0.8839567937273687,0.9176553720100304,0.8946294224520239
8,0.8469544231324106,0.9116156824933391,0.8281402544893653,0.8813112198302732,0.7846020183898903
9,0.8069064169553221,0.8032438566408246,0.9100744187164356,0.8489184461096606,0.9213131249041683
10,0.8306495702602608,0.8609398018228989,0.8922742043375415,0.9124429208253663,0.8420460214669685
11,0.8516701464780131,0.8581635185590079,0.8420863779003815,0.8109185181218962,0.8721823332098053
12,0.8742715572143901,0.7310487046472556,0.8714695213896644,0.7884461141653025,0.8475451592626461
13,0.8958849205020274,0.8890028444523768,0.8446583603760539,0.8767958393399368,0.8700788834829878
14,0.7926486588811215,0.8704991403506622,0.8621161424752972,0.9476618379717086,0.843459233554186
15,0.7947753698211064,0.8170870940248517,0.8715196346932703,0.843066737414925,0.8491675303560986
16,0.8753671653724059,0.8241535315968506,0.8694725476569176,0.9212064316924244,0.8757364085187174
17,0.8319889947674481,0.9345268693986997,0.9070182060906817,0.8702473187386275,0.8868453484737172
18,0.838950115840009,0.8450738563303961,0.8804864474526517,0.9180862018629844,0.9114824449067297
19,0.8805060419149047,0.8768217736796304,0.879832049504065,0.8222855631886443,0.833705964351396
20,0.902712709764413,0.8700756566004078,0.8415539499345385,0.8643891921075912,0.8523315028019918
21,0.8782630246510814,0.8156670030603471,0.8084559766206634,0.8165469964999822,0.8488803662800892
22,0.802305007589412,0.9188811571694678,0.8543928954864946,0.7849116427779437,0.951461399663668
23,0.7942019369514953,0.8076369415656396,0.8532515753508558,0.878947711272471,0.9023653859831894
24,0.8796762435154628,0.9012048787434932,0.8843348696119088,0.8341232396649202,0.8711034137998787
25,0.8784108721114622,0.8572988186619492,0.9529350123341465,0.8879376355455535,0.8506713306429282
26,0.8704610308505798,0.8125212087050876,0.8420367564112221,0.8475131768475805,0.9077894642466726
27,1.0227273294245967,0.8462141321452635,0.7583242688003515,0.9679456997710181,0.8696457344304214
28,0.8565047118581846,0.8826646241917475,0.8558547492164277,0.9594922425120955,0.8350256427014213
29,0.90448584430501,0.8255860559181196,0.9010613236291372,0.8360714456350117,0.8787070348443317
30,0.8652834459075334,0.9000593555867895,0.799735537014031,0.8422003677718932,0.8600475710354671
31,0.8036487790292814,0.8337091478722769,0.8020216976413471,0.8004761217003936,0.836616077966374
32,0.8625902882397474,0.9123485526201298,0.8582438543728972,0.8269935335255497,0.883562365974369
33,0.9217206302758796,0.8511524494905215,0.8277123241509279,0.8095193562508121,0.8182590743584961
34,0.8793481535963819,0.9177991449432639,0.8440016327800888,0.8812271396889801,0.8298982885920583
35,0.873395236285413,0.9652019509076997,0.8488758763349589,0.8565327064397272,0.8287891128268133
36,0.8692490904941267,0.8448397421677851,0.812936561538529,0.8096870248366654,0.78083886158889
37,0.8280651894079174,0.872216753012379,0.8676107193570879,0.8101010852431565,0.8570003348947215
38,0.8390590220284484,0.8844200280542743,0.8699533092209025,0.8396300360410487,0.8457924868883482
39,0.778398507939114,0.7878948389416189,0.8310212258623233,0.8720842977320252,0.8582873797889252
40,0.884547499077437,0.7570179286392366,0.8249319676597451,0.8170754928513173,0.8615233370391879
41,0.8439365392434524,0.8973613171688986,0.9162800298630784,0.8197489773809288,0.8635065623242499
42,0.8344322296806285,0.8667991439807867,0.8866778736352572,0.903851633208633,0.8600471059505861
43,0.815552466059478,0.9080060799875079,0.8144459659599517,0.7943234946052405,0.86661681746638
44,0.8044434914720772,0.8637594079681565,0.8404809920069696,0.8162273418661712,0.9214078988677099
45,0.8561871787756168,0.8813052783174644,0.916154021824879,0.8126185983933978,0.781726941169286
46,0.8564908430729616,0.9250216844726444,0.8226980429036463,0.8560128535993776,0.8701408948004632
47,0.8397373246490087,0.8342345024312814,0.8501242567101197,0.9086720727034516,0.950149576080523
48,0.895168918590292,0.9245692757198548,0.8766900023149032,0.882038982752232,0.8981324934523123
49,0.9145000128469734,0.8724080612731148,0.8132718236812488,0.8685348684124818,0.82591106423058
50,0.891361290181603,0.8321467583028066,0.8717527029709917,0.8222144224350539,0.8372999594459329
51,0.8268696017982199,0.8280046927699665,0.9083639657262588,0.821351235881397,0.8039479474832086
52,0.9035307352211748,0.9129781819425189,0.8935807741272199,0.8469583359028825,0.9068884914798516
53,0.8233506045446841,0.8745787547609598,0.862911069930742,0.8615690784365311,0.9450447785878917
54,0.9226224376851637,0.8795103255238569,0.9322054216867657,0.8795033285804313,0.9643907593573078
55,1.0346567099318946,0.8740890717868515,0.8424000519773949,0.799424589419334,0.8556913276589118
56,0.8582182830712008,0.9013502792254061,0.8589051894936772,0.8565145395393925,0.8519669796074317
57,0.8906308243688609,0.8545939044168246,0.8380890912736461,0.844093607223023,0.8700005941946749
